x ilove_clove normal_ratio alignment C rR mM
0.25 0.0944082822480755 0.09209971025098297 0.9997854379243726 0.1477054942255523 0.6963020086297662 0.9716967551040618
0.3499999999999999 0.12855206907358618 0.12522034294446377 0.9996066720282627 0.12655013746326585 0.5703548636154936 0.9043546017989059
0.45 0.4473858732554749 0.13450154786936697 0.9217735162462546 0.11266540854759698 0.4532374957668796 0.7585782526381019
