x ilove_clove normal_ratio alignment C rR mM
0.25 0.06792593304962935 0.06701262503879009 0.999942014013594 0.12899064123152817 0.7122435489124153 0.9716740673011974
0.35 0.09717045892272094 0.09604668605550966 0.9999076102214148 0.11101742050250334 0.5911673942742005 0.905491040985217
0.45000000000000007 0.35832300119613036 0.10366006528480828 0.9473427550684534 0.09865929794097152 0.4754262421274655 0.7638427986185088
